Country,Year,Gini,Gini Change,S80/20,S80S20 Change,GDP,GDP Growth ,Government Expenditure into Education,Government Expenditure into Health,Government Expenditure into Social Protection,Foreign Direct Investment Net Inflow - Million Units,Net Trade in Goods&Services,Unemployment Rate per % of Labour Force,Tertiary Education,Education Attainment 30-34 Year Olds,Tertiary Education Attainment Change
Austria,1995,27,,,,2.41E+11,2.667983531,,,,1825089897,,4.349999905,,,
Austria,1996,26,-0.037037037,,,2.37E+11,2.349533852,,,,4323515257,,5.28000021,,,
Austria,1997,25,-0.038461538,,,2.13E+11,2.09359939,,,,2668974480,,5.150000095,,,
Austria,1998,24,-0.04,,,2.18E+11,3.581425815,,,,4571855469,,5.519999981,,,
Austria,1999,26,0.083333333,,,2.17E+11,3.556331247,,,,2974499988,,4.699999809,,,
Austria,2000,24,-0.076923077,,,1.97E+11,3.375722147,,,,8501013451,,4.690000057,,,
Austria,2001,24,0,,,1.97E+11,1.267168189,,,,5689434546,,4.010000229,,,
Austria,2002,,,,,2.13E+11,1.651553922,,,,138346430.8,,4.849999905,,,
Austria,2003,27.4,,,,2.62E+11,0.941470921,,,,6195021861,,4.78000021,,,
Austria,2004,25.8,-0.058394161,,,3.01E+11,2.735120222,,,,3183649650,,5.829999924,,,
Austria,2005,26.3,0.019379845,3.81,,3.16E+11,2.244065325,4.8,7.4,20.2,81096089418,10094027382,5.630000114,,20.7,
Austria,2006,25.3,-0.038022814,3.66,-0.039370079,3.36E+11,3.454041836,4.8,7.3,19.9,10500457158,13594759430,5.239999771,,21.1,0.019323671
Austria,2007,26.2,0.035573123,3.77,0.030054645,3.89E+11,3.727415301,4.7,7.4,19.4,68865787583,18758629628,4.860000134,63.0472908,20.9,-0.009478673
Austria,2008,27.7,0.057251908,4.19,0.111405836,4.30E+11,1.460423676,4.8,7.5,19.6,6301143682,20361565741,4.130000114,65.88690186,21.9,0.04784689
Austria,2009,27.5,-0.007220217,4.15,-0.009546539,4.00E+11,-3.764578178,5.1,7.8,21.2,14300064389,14219475613,5.300000191,68.11264801,23.4,0.068493151
Austria,2010,28.3,0.029090909,4.34,0.045783133,3.92E+11,1.837093677,5.1,7.9,21.4,-22007325156,12134112746,4.820000172,75.6237793,23.4,0
Austria,2011,27.4,-0.03180212,4.12,-0.050691244,4.31E+11,2.922797284,5,7.7,20.7,22983942932,9636411470,4.559999943,78.49945068,23.6,0.008547009
Austria,2012,27.6,0.00729927,4.2,0.019417476,4.09E+11,0.680445577,5,7.7,20.9,5218620113,9742491014,4.869999886,78.93891144,26.1,0.105932203
Austria,2013,27,-0.02173913,4.11,-0.021428571,4.30E+11,0.025504712,5,7.8,21.3,451107665.2,12196360239,5.340000153,79.65540314,27.1,0.038314176
Austria,2014,27.6,0.022222222,4.13,0.00486618,4.42E+11,0.661272849,4.9,7.9,21.5,1712175274,14453038204,5.619999886,79.15869904,40,0.47601476
Austria,2015,27.2,-0.014492754,4.05,-0.01937046,3.82E+11,1.014501586,4.9,8.2,21.2,-7975773544,13910547484,5.71999979,80.71942139,38.7,-0.0325
Austria,2016,27.2,0,4.09,0.009876543,3.96E+11,1.989437162,4.9,8.2,21,-28939340169,14629297378,6.010000229,83.45494843,40.1,0.036175711
Austria,2017,27.9,0.025735294,4.29,0.048899756,4.17E+11,2.399587603,4.8,8.2,20.6,13518864836,12470318849,5.5,85.05713654,40.8,0.017456359
Austria,2018,26.8,-0.039426523,4.04,-0.058275058,4.55E+11,2.580120733,4.8,8.2,20.2,-28555242263,14507082251,4.849999905,86.68834686,40.7,-0.00245098
Austria,2019,27.5,0.026119403,4.17,0.032178218,4.45E+11,1.418734272,4.8,8.3,20.1,-8100275768,14365985138,4.489999771,,42.4,0.041769042
Austria,2020,,,,,,,,,,,,5.769999981,,41.6,
Belgium,1995,29,,,,2.88E+11,2.38475728,,,,10688700000,,9.340000153,,,
Belgium,1996,28,-0.034482759,,,2.79E+11,1.32145093,,,,14063900000,,9.479999542,,,
Belgium,1997,27,-0.035714286,,,2.53E+11,3.79365763,,,,11998300000,,8.960000038,,,
Belgium,1998,27,0,,,2.59E+11,1.961808272,,,,22690500000,,9.319999695,,,
Belgium,1999,29,0.074074074,,,2.58E+11,3.542743464,,,,1.20E+11,,8.649999619,,,
Belgium,2000,30,0.034482759,,,2.36E+11,3.716679384,,,,88738714000,,6.590000153,,,
Belgium,2001,28,-0.066666667,,,2.37E+11,1.099618888,,,,88203254000,,6.179999828,,,
Belgium,2002,,,,,2.57E+11,1.706884585,,,,18118954671,11486152063,6.909999847,,,
Belgium,2003,28.3,,,,3.17E+11,1.037982549,,,,34559267490,10699409812,7.679999828,,,
Belgium,2004,26.1,-0.077738516,,,3.69E+11,3.571204343,,,,44498165771,12289290919,7.360000134,,,
Belgium,2005,28,0.072796935,4.04,,3.86E+11,2.321737054,5.7,6.8,17.1,33662010794,8640514959,8.43999958,61.08547974,39.1,
Belgium,2006,27.8,-0.007142857,4.17,0.032178218,4.08E+11,2.552349944,5.6,6.7,17.1,58821552824,9137273954,8.25,61.65359116,41.4,0.058823529
Belgium,2007,26.3,-0.053956835,3.87,-0.071942446,4.70E+11,3.676881136,5.5,6.8,16.8,96551634531,6389429630,7.460000038,61.20013046,41.5,0.002415459
Belgium,2008,27.5,0.045627376,4.06,0.049095607,5.15E+11,0.446928735,5.7,7.3,17.5,1.90E+11,-6650395742,6.980000019,62.08623886,42.9,0.03373494
Belgium,2009,26.4,-0.04,3.91,-0.036945813,4.81E+11,-2.020743062,6.1,7.8,19.2,77354509260,5467491070,7.909999847,65.26769257,42,-0.020979021
Belgium,2010,26.6,0.007575758,3.92,0.002557545,4.81E+11,2.864292708,6,7.8,18.9,1.25E+11,5149628649,8.289999962,67.82901001,44.4,0.057142857
Belgium,2011,26.3,-0.011278195,3.86,-0.015306122,5.23E+11,1.694513899,6.2,7.7,19.1,1.64E+11,-5407721283,7.139999866,69.8425293,42.6,-0.040540541
Belgium,2012,26.5,0.007604563,3.95,0.023316062,4.96E+11,0.739217283,6.3,7.9,19.6,11810272331,-5232743024,7.539999962,71.1920166,43.9,0.030516432
Belgium,2013,25.9,-0.022641509,3.81,-0.035443038,5.22E+11,0.459242193,6.4,8,20.1,-29640924980,-272882804.5,8.430000305,72.11549377,42.7,-0.027334852
Belgium,2014,25.9,0,3.81,0,5.35E+11,1.578533143,6.3,8,19.8,-15205871358,795668538.6,8.520000458,72.99739838,43.8,0.025761124
Belgium,2015,26.2,0.011583012,3.83,0.005249344,4.62E+11,2.041459009,6.3,7.8,19.4,-19514245855,6502990903,8.479999542,74.55976105,42.7,-0.025114155
Belgium,2016,26.3,0.003816794,3.85,0.005221932,4.76E+11,1.266686409,6.2,7.6,19.4,57538351507,5685017502,7.829999924,75.89064026,45.6,0.067915691
Belgium,2017,26.1,-0.007604563,3.84,-0.002597403,5.03E+11,1.608086835,6.2,7.6,19.3,-37288840312,5262605954,7.090000153,79.66172791,45.9,0.006578947
Belgium,2018,25.7,-0.01532567,3.79,-0.013020833,5.44E+11,1.812295999,6.2,7.6,19.3,-42501691432,-1284418942,5.949999809,78.90116882,47.6,0.037037037
Belgium,2019,25.1,-0.023346304,3.61,-0.047493404,5.33E+11,1.743819525,6.2,7.6,19.4,-28965673808,3253032715,5.360000134,,47.5,-0.00210084
Belgium,2020,,,,,,,,,,,,6.010000229,,47.8,
Bulgaria,1995,,,,,18983303571,2.855051055,,,,90400000,274500000,13.71000004,,,
Bulgaria,1996,,,,,12294221473,5.13891551,,,,109000000,307700000,13.72000027,,,
Bulgaria,1997,,,,,11315986087,-14.19281481,,,,504800000,546700000,13.69999981,,,
Bulgaria,1998,,,,,15030695297,4.285281822,,,,537317256.2,-8020423.356,12.19999981,,,
Bulgaria,1999,,,,,13627323285,-8.281017414,,,,818788154.9,-766710358.9,14.10000038,,,
Bulgaria,2000,25,,,,13245833844,4.782043523,,,,1001503842,-669989777.2,16.21999931,,,
Bulgaria,2001,26,0.04,,,14183497963,3.817239752,,,,812942202,-1327927122,19.92000008,,,
Bulgaria,2002,26,0,,,16402846413,5.953034408,,,,904659791.1,-1209902300,18.11000061,,,
Bulgaria,2003,,,,,21144983552,5.151841011,,,,2096788700,-2061604765,13.72999954,,,
Bulgaria,2004,,,,,26157894737,6.441859463,,,,3072550962,-2896945991,12.03999996,,,
Bulgaria,2005,,,,,29869283400,7.153541381,4.1,4.9,10.6,4098122931,-4449983422,10.07999992,45.3680191,24.9,
Bulgaria,2006,31.2,,5.12,,34379808889,6.802167579,3.6,3.8,10.8,7874476255,-5844352050,8.949999809,47.15087128,25.3,0.016064257
Bulgaria,2007,35.3,0.131410256,6.98,0.36328125,44405101470,6.557081052,3.6,4,10.1,13875270457,-8945175667,6.880000114,50.58832932,26,0.027667984
Bulgaria,2008,35.9,0.016997167,6.48,-0.071633238,54438966420,6.085627607,4,4.4,10.7,10296720634,-10620241928,5.610000134,51.913311,27.1,0.042307692
Bulgaria,2009,33.4,-0.069637883,5.91,-0.087962963,52023504656,-3.374838329,4.1,4,12.9,3896664559,-3922786474,6.820000172,54.23545074,27.9,0.029520295
Bulgaria,2010,33.2,-0.005988024,5.86,-0.008460237,50381825504,0.55944649,3.6,4.4,12.9,1842900000,-1627160000,10.27999973,57.79518127,28,0.003584229
Bulgaria,2011,35,0.054216867,6.46,0.102389078,57386216850,2.354556923,3.4,4.2,12.2,2103810000,170110000,11.26000023,59.02869034,27.3,-0.025
Bulgaria,2012,33.6,-0.04,6.12,-0.052631579,54033250329,0.356586983,3.3,4.4,12.4,1788110000,-1886240000,12.27000046,61.35998154,26.9,-0.014652015
Bulgaria,2013,35.4,0.053571429,6.59,0.076797386,55615397666,0.325769436,3.7,4.5,13.5,1989040000,-385580000,12.93999958,64.19197845,29.4,0.092936803
Bulgaria,2014,35.4,0,6.81,0.033383915,56901994980,1.885464638,4.1,5.5,13.4,1093600000,-287460000,11.42000008,67.56356049,30.9,0.051020408
Bulgaria,2015,37,0.04519774,7.11,0.044052863,50647442757,3.989851714,3.9,5.5,13,2179500000,530370000,9.140000343,70.30153656,32.1,0.038834951
Bulgaria,2016,37.7,0.018918919,7.69,0.081575246,53806894796,3.82043453,3.4,5,12.4,1476500000,2710620000,7.579999924,71.2457428,33.8,0.052959502
Bulgaria,2017,40.2,0.066312997,8.23,0.070221066,58971520599,3.50275153,3.5,4.9,12.3,2020340000,2648660000,6.159999847,71.03066254,32.8,-0.029585799
Bulgaria,2018,39.6,-0.014925373,7.66,-0.069258809,66230155100,3.092447654,3.5,5,12,1805760000,1617990000,5.210000038,71.52152252,33.7,0.027439024
Bulgaria,2019,40.8,0.03030303,8.1,0.057441253,68558815112,3.69430838,3.9,5,11.5,1643900000,2174130000,4.230000019,,32.5,-0.035608309
Bulgaria,2020,40,-0.019607843,8.01,-0.011111111,,,,,,,,5.710000038,16.44733047,33.3,
Croatia,1995,,,,,22534323220,,,,,108053139.7,-2180537358,9.920000076,,,
Croatia,1996,,,,,23846442649,5.90533971,,,,492528182.7,-1908337958,9.680000305,,,
Croatia,1997,,,,,23869243598,6.203341583,,,,596514805.2,-3359038637,9.710000038,,,
Croatia,1998,,,,,25562674678,2.290762788,,,,1004077220,-1994802427,11.39000034,,,
Croatia,1999,,,,,23457038980,-0.948053455,,,,1454741834,-1634724463,13.56000042,,,
Croatia,2000,,,,,21633671681,2.861746843,,,,1015069997,-981083212.2,16.05999947,,,
Croatia,2001,,,,,23054778851,2.957710083,,,,1036758146,-1193518727,15.81999969,,,
Croatia,2002,,,,,26813968851,5.67815671,,,,980784304.8,-2488612765,15.05000019,,,
Croatia,2003,,,,,34682900713,5.635798518,,,,1846434012,-3645351298,13.92000008,,,
Croatia,2004,,,,,41587470547,4.154576856,,,,1314179917,-3598621897,13.65999985,,,
Croatia,2005,,,,,45376744002,4.308493379,5.1,6.1,14.1,1814728743,-4026839893,12.60000038,44.76409149,17.4,
Croatia,2006,,,,,50423077102,4.993287632,4.8,5.8,14.5,3346611893,-4228998809,11.13000011,45.585289,16.7,-0.040229885
Croatia,2007,,,,,60073426977,5.067625135,4.6,5.8,13.9,4645807617,-5055607240,9.909999847,47.18769836,16.8,0.005988024
Croatia,2008,,,,,70234425974,1.8934529,4.3,5.5,13.8,5249620116,-7067849449,8.529999733,49.16419983,18.5,0.101190476
Croatia,2009,,,,,62600093959,-7.323537319,4.5,6.1,15.4,3069599256,-3409457895,9.199999809,48.7858696,21.3,0.151351351
Croatia,2010,31.6,,5.54,,59918313669,-1.31656298,4.7,6.1,15.4,1545050408,-1141232643,11.61999989,54.02853012,24.5,0.150234742
Croatia,2011,31.2,-0.012658228,5.58,0.007220217,62537851352,-0.198369263,4.6,6.1,15.7,1248979436,-974761970.1,13.68000031,57.22782135,23.9,-0.024489796
Croatia,2012,30.9,-0.009615385,5.36,-0.039426523,56580819624,-2.391774269,4.8,6.3,15.5,1465100045,143883797.6,15.93999958,60.64714813,23.1,-0.033472803
Croatia,2013,30.9,0,5.34,-0.003731343,58194069434,-0.447092177,4.8,6.2,15.4,937309759.6,228731222.1,17.25,65.53488922,25.6,0.108225108
Croatia,2014,30.2,-0.022653722,5.12,-0.041198502,57639588806,-0.341452517,4.9,6.2,15.8,3184022339,-231788153.7,17.29000092,67.51023102,32.1,0.25390625
Croatia,2015,30.4,0.006622517,5.16,0.0078125,49525747504,2.431888573,4.9,6.4,16,52276286.8,134722304.2,16.18000031,66.4910202,30.8,-0.040498442
Croatia,2016,29.8,-0.019736842,5,-0.031007752,51601147666,3.498134992,4.7,6.2,14.8,418512745.5,671239690.4,13.10000038,66.53237915,29.3,-0.048701299
Croatia,2017,29.9,0.003355705,5.03,0.006,55481644098,3.439217352,4.8,6.2,14.5,476823315.6,594828461.7,11.21000004,67.86556244,28.7,-0.020477816
Croatia,2018,29.7,-0.006688963,5,-0.005964215,61375222347,2.807609701,4.7,6.2,14.5,1212763554,-612558303.2,8.430000305,67.65422821,34.1,0.18815331
Croatia,2019,29.2,-0.016835017,4.76,-0.048,60752588976,2.858925968,4.8,6.3,14.5,1170052265,-317390285.3,6.619999886,,33.1,-0.029325513
Croatia,2020,,,,,,,,,,,,7.199999809,,34.7,
Cyprus,1995,,,,,9933133247,8.362469305,,,,243136818.6,-20556112.85,3.359999895,,,
Cyprus,1996,,,,,10011918444,1.248581576,,,,233749453.8,-280713793.6,3.890000105,,,
Cyprus,1997,29,,,,9547818700,2.64089464,,,,546519214.6,-167835079.9,4.460000038,,,
Cyprus,1998,,,,,10248617647,6.110846746,,,,345398143.2,-328585542.1,5.070000172,,,
Cyprus,1999,,,,,10497908306,4.997960422,,,,813054280.1,78092228.95,5.699999809,,,
Cyprus,2000,,,,,9985844486,5.965310315,,,,854874285.7,-122909510.7,4.96999979,,,
Cyprus,2001,,,,,10397897086,3.952560541,,,,944742874,148135203,3.980000019,,,
Cyprus,2002,,,,,11420227885,3.722956499,,,,1103449726,-94931199.03,3.299999952,,,
Cyprus,2003,,,,,14547325028,2.623286123,,,,908147518,-47748320.97,4.139999866,,,
Cyprus,2004,,,,,17320552500,5.026343926,,,,1118841809,-457770881.2,4.329999924,,,
Cyprus,2005,28.7,,4.34,,18433411267,4.853003838,5.7,2.8,11.1,1161973511,-451175390.1,5.300000191,33.22082138,40.8,
Cyprus,2006,28.8,0.003484321,4.27,-0.016129032,20072786351,4.713828666,5.6,2.8,10.6,1871897927,-720537522.1,4.539999962,33.41991043,46.1,0.129901961
Cyprus,2007,29.8,0.034722222,4.44,0.039812646,23968764030,5.098068453,5.6,2.6,10,2294635571,-1434698979,3.920000076,36.17380905,46.2,0.002169197
Cyprus,2008,29,-0.026845638,4.3,-0.031531532,27844698989,3.646811991,6,2.7,10.2,12297296307,-3571989065,3.660000086,42.61800003,47.1,0.019480519
Cyprus,2009,29.5,0.017241379,4.37,0.01627907,25945391775,-2.015262359,6.4,3,11.5,64632059145,-1370399091,5.360000134,52.00389099,45,-0.044585987
Cyprus,2010,30.1,0.020338983,4.54,0.038901602,25732432719,2.014695707,6.5,3,12.1,31031904287,-2161455865,6.260000229,48.31158066,45.3,0.006666667
Cyprus,2011,29.2,-0.029900332,4.34,-0.044052863,27565469098,0.401437941,6.3,3.1,12.6,40445860585,-1041729414,7.860000134,46.53973007,46.2,0.01986755
Cyprus,2012,31,0.061643836,4.67,0.076036866,24978513427,-3.446822086,5.9,3,13,69972767554,-500832565.8,11.80000019,45.86359024,49.9,0.08008658
Cyprus,2013,32.4,0.04516129,4.91,0.051391863,23900872626,-6.553078255,6.4,3.1,13.5,25966316071,369420835.8,15.86999989,47.52524185,47.8,-0.042084168
Cyprus,2014,34.8,0.074074074,5.37,0.093686354,23156850007,-1.829309109,5.6,2.7,13.9,51738978689,209329378,16.09000015,53.10435104,52.5,0.09832636
Cyprus,2015,33.6,-0.034482759,5.2,-0.031657356,19842404305,3.21856901,5.6,2.5,13.5,28960532080,522735394.3,14.90999985,60.10123062,54.5,0.038095238
Cyprus,2016,32.1,-0.044642857,4.88,-0.061538462,20953442550,6.438058481,5.5,2.5,13.2,8508203489,368799166.9,12.94999981,67.17111206,53.4,-0.020183486
Cyprus,2017,30.8,-0.040498442,4.56,-0.06557377,22729184365,5.154777146,5.3,2.5,12.7,12249400600,-68254060.14,11.05000019,75.94081116,55.9,0.046816479
Cyprus,2018,29.1,-0.055194805,4.29,-0.059210526,25309818139,5.240747828,5.1,2.7,12.3,-6354839227,424678381.2,8.369999886,81.33708191,57.1,0.021466905
Cyprus,2019,31.1,0.068728522,4.58,0.067599068,24948935408,3.075034343,5.4,4,12.4,25930367780,-273845647.6,7.070000172,,58.8,0.029772329
Cyprus,2020,,,,,,,,,,,,7.210000038,,59.8,
Czech Republic,1995,,,,,60147174077,6.500813529,,,,2567564642,-1841750040,4.019999981,,,
Czech Republic,1996,,,,,67387788633,4.265416645,,,,1435279128,-3789213045,3.890000105,,,
Czech Republic,1997,,,,,62180159376,-0.518331043,,,,1286492873,-3195715989,4.269999981,,,
Czech Republic,1998,,,,,66807429711,-0.356566596,,,,3700169388,-731364635.8,5.900000095,,,
Czech Republic,1999,,,,,65173130995,1.384148943,,,,6312596676,-703620723.2,8.489999771,,,
Czech Republic,2000,,,,,61828166496,4.001028635,,,,4987079129,-1691999205,8.760000229,,,
Czech Republic,2001,25,,,,67808032980,3.042976563,,,,5640707236,-1553701214,7.989999771,,,
Czech Republic,2002,,,,,82196001051,1.569855328,,,,8496609036,-1596691456,7.019999981,,,
Czech Republic,2003,,,,,1.00E+11,3.583688459,,,,2021275746,-2049320860,7.539999962,,,
Czech Republic,2004,,,,,1.20E+11,4.814261001,,,,6423465151,528273873.4,8.210000038,,,
Czech Republic,2005,26,,3.67,,1.37E+11,6.60161753,4.7,6.9,11.9,13730164683,2898065161,7.929999828,48.34936142,13,
Czech Republic,2006,25.3,-0.026923077,3.53,-0.038147139,1.56E+11,6.766932681,4.9,6.9,11.9,7132002408,3790265561,7.150000095,50.13668823,13.1,0.007692308
Czech Republic,2007,25.3,0,3.52,-0.002832861,1.90E+11,5.570338859,4.3,6.7,12.1,13815656004,4052160271,5.320000172,54.1823616,13.3,0.015267176
Czech Republic,2008,24.7,-0.023715415,3.43,-0.025568182,2.37E+11,2.686411951,4.3,6.9,12.2,8815393022,5219998907,4.389999866,58.06951141,15.4,0.157894737
Czech Republic,2009,25.1,0.016194332,3.47,0.011661808,2.07E+11,-4.657331092,4.6,7.8,13.4,5271613702,7700186522,6.659999847,61.07540894,17.5,0.136363636
Czech Republic,2010,24.9,-0.007968127,3.47,0,2.09E+11,2.434902159,4.6,7.7,13.5,10167834375,6192291073,7.28000021,63.94588089,20.4,0.165714286
Czech Republic,2011,25.2,0.012048193,3.54,0.020172911,2.30E+11,1.760359624,4.6,7.6,13.5,4188736491,8894622491,6.710000038,65.57000732,23.7,0.161764706
Czech Republic,2012,24.9,-0.011904762,3.49,-0.014124294,2.09E+11,-0.785004299,4.5,7.7,13.7,9433199805,10309254508,6.980000019,65.6711731,25.6,0.080168776
Czech Republic,2013,24.6,-0.012048193,3.4,-0.025787966,2.12E+11,-0.045903674,4.5,7.6,13.8,7357578653,12123723407,6.949999809,65.08576965,26.7,0.04296875
Czech Republic,2014,25.1,0.020325203,3.5,0.029411765,2.09E+11,2.262102897,4.5,7.6,13.4,8088661930,13436484695,6.110000134,65.62409973,28.2,0.056179775
Czech Republic,2015,25,-0.003984064,3.51,0.002857143,1.88E+11,5.388380838,4.4,7.5,12.9,1699914617,11152289235,5.050000191,64.48162842,30.1,0.067375887
Czech Republic,2016,25.1,0.004,3.5,-0.002849003,1.96E+11,2.53728452,3.9,7.4,12.7,10850612308,14970590109,3.950000048,63.7481308,32.8,0.089700997
Czech Republic,2017,24.5,-0.023904382,3.4,-0.028571429,2.19E+11,5.168724304,4.1,7.4,12.3,11234740946,16255121232,2.890000105,64.07868958,34.2,0.042682927
Czech Republic,2018,24,-0.020408163,3.32,-0.023529412,2.49E+11,3.18131405,4.6,7.5,12.4,8324668391,14918713754,2.24000001,63.76876831,33.7,-0.014619883
Czech Republic,2019,24,0,3.34,0.006024096,2.51E+11,2.335309283,4.9,7.6,12.6,9332858121,14886043697,2.00999999,,35.1,0.041543027
Czech Republic,2020,,,,,,,,,,,,2.940000057,,35,
Denmark,1995,20,,,,1.85E+11,3.027587267,,,,4139423320,7794535104,6.989999771,,,
Denmark,1996,,,,,1.88E+11,2.900099769,,,,773444115.8,9263490305,6.840000153,,,
Denmark,1997,20,,,,1.74E+11,3.260890158,,,,2791671359,5685483098,5.400000095,,,
Denmark,1998,,,,,1.77E+11,2.218158742,,,,6674661469,3318961698,5.039999962,,,
Denmark,1999,21,,,,1.78E+11,2.948022161,,,,16847919226,8238249084,5.139999866,,,
Denmark,2000,,,,,1.64E+11,3.746862595,,,,36013297907,9299701473,4.480000019,,,
Denmark,2001,22,,,,1.65E+11,0.823152998,,,,9286404806,10431353547,4.159999847,,,
Denmark,2002,,,,,1.79E+11,0.466345571,,,,4430703179,10023718627,4.269999981,,,
Denmark,2003,24.8,,,,2.18E+11,0.390058556,,,,1184825160,13115565022,5.400000095,,,
Denmark,2004,23.9,-0.036290323,,,2.51E+11,2.668219267,,,,-8804165491,12429897920,5.199999809,,,
Denmark,2005,23.9,0,3.5,,2.64E+11,2.336641308,6.4,7.3,22.7,12847031342,14563595606,4.829999924,80.37451172,43.1,
Denmark,2006,23.7,-0.008368201,3.44,-0.017142857,2.83E+11,3.913007978,6.2,7.3,21.7,2385249288,11599960269,3.900000095,79.01963043,43,-0.002320186
Denmark,2007,25.2,0.063291139,3.73,0.084302326,3.19E+11,0.909238928,5.9,7.7,21.5,11809448518,9400458992,3.799999952,78.55219269,38.1,-0.113953488
Denmark,2008,25.1,-0.003968254,3.63,-0.026809651,3.53E+11,-0.512016745,6.1,7.9,21.6,2191215666,12524865839,3.680000067,75.68209076,38.9,0.020997375
Denmark,2009,26.9,0.071713147,4.61,0.269972452,3.21E+11,-4.90654773,6.9,8.9,24.3,3771059440,14600232075,6.409999847,74.28376007,40.4,0.038560411
Denmark,2010,26.9,0,4.41,-0.043383948,3.22E+11,1.870991147,7.1,8.6,24.8,-11767861925,22342619656,7.75,73.59667206,41.1,0.017326733
Denmark,2011,26.6,-0.011152416,3.98,-0.097505669,3.44E+11,1.336777767,6.8,8.4,24.7,13558894634,22002867553,7.769999981,76.75834656,41.3,0.00486618
Denmark,2012,26.5,-0.003759398,3.94,-0.010050251,3.27E+11,0.226499792,7,8.7,24.6,-16349825685,19639455571,7.800000191,79.10832214,43.2,0.046004843
Denmark,2013,26.8,0.011320755,4.01,0.017766497,3.44E+11,0.933340972,6.9,8.5,24.5,680338945.9,22713794805,7.380000114,80.9310379,43.4,0.00462963
Denmark,2014,27.7,0.03358209,4.12,0.027431421,3.53E+11,1.619393811,7.1,8.6,24,6577348987,24528292516,6.929999828,81.02908325,43.6,0.004608295
Denmark,2015,27.4,-0.010830325,4.08,-0.009708738,3.03E+11,2.342591108,7,8.5,23.5,1850770715,20566339100,6.28000021,82.12949371,45.7,0.048165138
Denmark,2016,27.7,0.010948905,4.06,-0.004901961,3.13E+11,3.245956985,6.8,8.4,22.9,7804020827,20923143433,5.989999771,81.05674744,46.7,0.021881838
Denmark,2017,27.6,-0.003610108,4.08,0.004926108,3.32E+11,2.821736341,6.4,8.3,22.2,3607276300,23878561342,5.829999924,80.6160202,48.4,0.03640257
Denmark,2018,27.8,0.007246377,4.11,0.007352941,3.57E+11,2.175646389,6.4,8.3,21.9,8142191749,20861778480,5.130000114,81.18334961,48.7,0.006198347
Denmark,2019,27.5,-0.010791367,4.09,-0.00486618,3.50E+11,2.849514441,6.3,8.2,21.4,-7499269283,25702763027,5.019999981,,49.4,0.014373717
Denmark,2020,,,,,,,,,,,,5.659999847,,49.8,
Estonia,1995,,,,,4497823761,4.52667856,,,,206807479.4,-286902959.2,9.659999847,,,
Estonia,1996,,,,,4780170373,4.935972959,,,,165850731.4,-500553151.1,9.920000076,,,
Estonia,1997,,,,,5147710775,13.04653404,,,,274049611.9,-532703884.9,10.36999989,,,
Estonia,1998,,,,,5665917232,4.330300878,,,,595587942.5,-545748692.1,9.510000229,,,
Estonia,1999,,,,,5762048552,-0.40343295,,,,325892789.4,-305426438.1,11.56999969,,,
Estonia,2000,36,,,,5694069842,10.1065183,,,,416214286.8,-181799741.4,13.35999966,,,
Estonia,2001,35,-0.027777778,,,6259257900,5.979598309,,,,592889580.2,-129877512.5,13.13000011,,,
Estonia,2002,35,0,,,7372457380,6.802396898,,,,338234260.4,-518537516.9,10.02999973,,,
Estonia,2003,,,,,9877636631,7.566690082,,,,1038244664,-836603350,11.28999996,,,
Estonia,2004,37.4,,,,12144397516,6.767455716,,,,1086893435,-949700084,10.25,,,
Estonia,2005,34.1,-0.088235294,,,14098326079,9.490297336,5.9,4.1,9.7,3057558405,-704594343,8.029999733,67.91280365,31.7,
Estonia,2006,33.1,-0.029325513,5.93,,17012322168,9.718759747,5.9,4.3,9.3,1758167636,-1728295836,5.920000076,67.86591339,32.5,0.025236593
Estonia,2007,33.4,0.009063444,5.51,-0.070826307,22445583082,7.573580076,5.7,4.3,9.1,3033145920,-1964475152,4.590000153,67.67472839,33.5,0.030769231
Estonia,2008,30.9,-0.074850299,5.54,0.005444646,24371299253,-5.088942901,6.5,5.1,11.4,1977264597,-960636223.4,5.460000038,66.44184113,34.4,0.026865672
Estonia,2009,31.4,0.01618123,4.99,-0.099277978,19744110864,-14.43386732,7,5.5,15.3,1866296947,989300275.8,13.55000019,66.63191986,36.3,0.055232558
Estonia,2010,31.3,-0.003184713,5.01,0.004008016,19693608289,2.690328399,6.5,5.2,14.1,2592255115,1245764979,16.70999908,68.18450928,40.2,0.107438017
Estonia,2011,31.9,0.019169329,5.01,0,23391530006,7.443936104,6,4.9,12.4,1119148299,1350581522,12.32999992,70.36908722,40.2,0
Estonia,2012,32.5,0.018808777,5.35,0.067864271,23192708982,3.124846373,6.1,5,12.2,1787341527,385668930.3,10.02000046,72.37506866,39.5,-0.017412935
Estonia,2013,32.9,0.012307692,5.41,0.011214953,25271406708,1.346184732,5.9,5,11.8,1097942107,674008560.2,8.630000114,73.9212265,42.5,0.075949367
Estonia,2014,35.6,0.082066869,5.54,0.024029575,26773473625,2.987324825,5.5,5.1,11.7,1781648554,925754276.2,7.349999905,73.30776215,43.2,0.016470588
Estonia,2015,34.8,-0.02247191,6.48,0.16967509,23048864243,1.844886677,5.9,5.4,12.6,-715465129.9,900319517.3,6.190000057,72.1676178,45.3,0.048611111
Estonia,2016,32.7,-0.060344828,6.21,-0.041666667,24259552889,3.187817083,5.6,5.1,13,925762256.7,871760043.9,6.760000229,71.39044952,45.4,0.002207506
